scenario,min_method,max_method,min_el_plus_ul,max_el_plus_ul,abs_diff,rel_diff
251,Изотоническая регрессия,Бета-калибровка,661026154.5967886,686208721.5554242,25182566.95863557,0.038096173326146794
252,Изотоническая регрессия,Бета-калибровка,661552880.6314249,686437218.8504927,24884338.219067812,0.03761504022976476
253,Изотоническая регрессия,Бета-калибровка,663667972.7458892,688011643.0465081,24343670.300618887,0.036680495820671156
254,Изотоническая регрессия,Бета-калибровка,662571888.2835529,687864731.7118325,25292843.42827964,0.03817373461739048
255,Изотоническая регрессия,Бета-калибровка,652922002.4978245,678616573.9744148,25694571.476590276,0.039353202033769547
256,Изотоническая регрессия,Бета-калибровка,656234774.7149659,681612366.095936,25377591.38097,0.03867151263355816
257,Изотоническая регрессия,Бета-калибровка,659808527.5734808,685356874.3718429,25548346.798362017,0.0387208496566707
258,Изотоническая регрессия,Бета-калибровка,663372084.5823979,689196778.1003715,25824693.517973542,0.03892942455399001
259,Изотоническая регрессия,Бета-калибровка,662020086.4696274,687766490.7109323,25746404.241304874,0.03889066928256426
260,Изотоническая регрессия,Бета-калибровка,660037228.5341896,684976970.1849062,24939741.650716662,0.03778535599590773
261,Изотоническая регрессия,Бета-калибровка,665208149.197074,690439791.5111839,25231642.314109802,0.037930446800095795
262,Изотоническая регрессия,Бета-калибровка,661587104.0641801,686576082.120232,24988978.05605185,0.03777125929834885
263,Изотоническая регрессия,Бета-калибровка,661775238.7890937,687755094.8243042,25979856.03521049,0.039257824276937345
264,Изотоническая регрессия,Бета-калибровка,659040858.2344611,684349515.3540723,25308657.119611263,0.03840225807457818
265,Изотоническая регрессия,Бета-калибровка,664684918.5056334,690262363.0386539,25577444.533020496,0.038480554953051374
266,Изотоническая регрессия,Бета-калибровка,655548221.3725157,681291223.1886368,25743001.8161211,0.03926942515719622
267,Изотоническая регрессия,Бета-калибровка,659006589.9160193,684110431.7668276,25103841.850808263,0.03809346102898209
268,Изотоническая регрессия,Бета-калибровка,662325932.8396782,687872576.2408996,25546643.401221395,0.03857110545512218
269,Изотоническая регрессия,Бета-калибровка,660124125.6014471,685719943.4289527,25595817.82750559,0.038774249924868186
270,Изотоническая регрессия,Бета-калибровка,661945340.1189592,687791582.1183138,25846241.9993546,0.03904588556316407
271,Изотоническая регрессия,Бета-калибровка,663541045.2611339,688143779.2996519,24602734.038517952,0.0370779384549386
272,Изотоническая регрессия,Бета-калибровка,663528036.8628312,688926731.5052863,25398694.6424551,0.03827825386631806
273,Изотоническая регрессия,Бета-калибровка,663095901.3846679,688391996.8274076,25296095.442739725,0.03814847202330276
274,Изотоническая регрессия,Бета-калибровка,665174951.7126696,691081169.682311,25906217.969641447,0.03894647250762977
275,Изотоническая регрессия,Бета-калибровка,659424733.577559,684774334.9377685,25349601.360209465,0.038441993558053195
276,Изотоническая регрессия,Бета-калибровка,667980733.6636813,692638485.1065118,24657751.442830563,0.036913866224239616
277,Изотоническая регрессия,Бета-калибровка,654692156.1573228,680257196.2667656,25565040.10944283,0.03904894822552226
278,Изотоническая регрессия,Бета-калибровка,665575052.7155252,690890920.8845977,25315868.16907251,0.03803608333242745
279,Изотоническая регрессия,Бета-калибровка,660679802.8187599,686439305.6571715,25759502.83841157,0.03898939051641936
280,Изотоническая регрессия,Бета-калибровка,662472426.6951077,687865956.2167714,25393529.521663666,0.03833145123993308
281,Изотоническая регрессия,Бета-калибровка,660729883.0859592,685827742.4497573,25097859.36379814,0.0379850526005844
282,Изотоническая регрессия,Бета-калибровка,660662115.4122148,685434308.2819273,24772192.86971259,0.037496009369715685
283,Изотоническая регрессия,Бета-калибровка,661669666.2973893,687200644.8617662,25530978.56437695,0.03858568688397751
284,Изотоническая регрессия,Бета-калибровка,664409825.2590709,689714197.4921846,25304372.233113766,0.03808548770820318
285,Изотоническая регрессия,Бета-калибровка,664456802.5117732,689352635.9221612,24895833.410387993,0.03746794873086859
286,Изотоническая регрессия,Бета-калибровка,662384967.4340286,687376161.6048571,24991194.17082846,0.03772910829730976
287,Изотоническая регрессия,Бета-калибровка,657335687.2756774,683344865.9000583,26009178.624380827,0.03956757426662116
288,Изотоническая регрессия,Бета-калибровка,652738034.2922854,679169529.1377399,26431494.845454454,0.040493265991634955
289,Изотоническая регрессия,Бета-калибровка,659667355.688041,685205689.3373678,25538333.6493268,0.038713957010484495
290,Изотоническая регрессия,Бета-калибровка,660612636.5403095,685804602.0388806,25191965.49857104,0.03813424706875686
291,Изотоническая регрессия,Бета-калибровка,663456114.982986,688832185.6590905,25376070.676104546,0.03824830324573209
292,Изотоническая регрессия,Бета-калибровка,661257292.3762217,686377792.4737506,25120500.097528934,0.037988995187120976
293,Изотоническая регрессия,Бета-калибровка,664959574.5285809,689648444.509428,24688869.98084712,0.03712837731278649
294,Изотоническая регрессия,Бета-калибровка,663011490.0960202,688797125.3720224,25785635.27600217,0.0388916868880625
295,Изотоническая регрессия,Бета-калибровка,663619689.9239683,687952967.6263053,24333277.702337027,0.03666750410182211
296,Изотоническая регрессия,Бета-калибровка,659057247.3906791,684455429.6873722,25398182.296693087,0.03853714134432002
297,Изотоническая регрессия,Бета-калибровка,662892990.9556531,688176347.8848917,25283356.929238677,0.03814093266062321
298,Изотоническая регрессия,Бета-калибровка,662915817.1469483,688150544.1930137,25234727.04606533,0.03806626179877611
299,Изотоническая регрессия,Бета-калибровка,662047359.4297878,687731595.4617922,25684236.032004476,0.03879516422227853
300,Изотоническая регрессия,Бета-калибровка,660584337.0948882,685865676.2430589,25281339.14817071,0.03827117557669132
301,Изотоническая регрессия,Бета-калибровка,666296665.7091314,691204978.7645972,24908313.055465817,0.037383217322506344
302,Изотоническая регрессия,Бета-калибровка,662815210.5823388,688316297.7688183,25501087.18647945,0.038473901593288125
303,Изотоническая регрессия,Бета-калибровка,661460029.4421666,685897703.6759001,24437674.233733535,0.03694505056389079
304,Изотоническая регрессия,Бета-калибровка,660563667.0346874,685934726.0076951,25371058.97300768,0.03840819627107253
305,Изотоническая регрессия,Бета-калибровка,661593060.4298131,686958598.5492228,25365538.11940968,0.038340090966085115
306,Изотоническая регрессия,Бета-калибровка,658189852.1762328,684595374.3072197,26405522.13098693,0.04011839751658272
307,Изотоническая регрессия,Бета-калибровка,664026260.6563883,688941833.7976563,24915573.141268015,0.037521969562828786
308,Изотоническая регрессия,Бета-калибровка,665020989.394813,689915268.6364491,24894279.241636157,0.03743382485459688
309,Изотоническая регрессия,Бета-калибровка,659604829.1473827,685251832.2997472,25647003.152364492,0.03888237626385525
310,Изотоническая регрессия,Бета-калибровка,660329351.1549981,685619663.8493619,25290312.694363832,0.03829954347800523
311,Изотоническая регрессия,Бета-калибровка,655500030.327637,680985743.3470572,25485713.019420266,0.03887980448556472
312,Изотоническая регрессия,Бета-калибровка,664870107.8523645,689559511.3445802,24689403.492215633,0.037134175834684924
313,Изотоническая регрессия,Бета-калибровка,660366712.5493977,685912762.9330529,25546050.38365519,0.038684642787388014
314,Изотоническая регрессия,Бета-калибровка,658097508.6190748,684330141.6896545,26232633.070579648,0.03986131648731682
315,Изотоническая регрессия,Бета-калибровка,659292060.6344657,685306480.0842867,26014419.449820995,0.039458111212178376
316,Изотоническая регрессия,Бета-калибровка,663389650.6299752,688544733.1648128,25155082.534837604,0.0379190156357573
317,Изотоническая регрессия,Бета-калибровка,663324765.5329309,689316501.718819,25991736.18588817,0.039184028000229715
318,Изотоническая регрессия,Бета-калибровка,660044766.1462123,685741115.393251,25696349.247038603,0.03893122188828383
319,Изотоническая регрессия,Бета-калибровка,662341074.90973,687857147.0979661,25516072.188236117,0.03852406736470886
320,Изотоническая регрессия,Бета-калибровка,654770748.2581137,680120049.2915001,25349301.03338635,0.03871477322532059
321,Изотоническая регрессия,Бета-калибровка,664658304.476179,690830596.6012256,26172292.12504661,0.039377063295211734
322,Изотоническая регрессия,Бета-калибровка,661519845.696559,686791573.2028487,25271727.50628972,0.038202523583671794
323,Изотоническая регрессия,Бета-калибровка,661553207.2229173,686802057.7647864,25248850.541869044,0.038166016378122065
324,Изотоническая регрессия,Бета-калибровка,661750888.0958523,687298995.4245924,25548107.32874012,0.03860683497116753
325,Изотоническая регрессия,Бета-калибровка,659928717.0982131,685564807.6511189,25636090.552905798,0.038846757064355086
326,Изотоническая регрессия,Бета-калибровка,659763755.5866605,685160986.6726029,25397231.085942388,0.038494432091619256
327,Изотоническая регрессия,Бета-калибровка,660650805.9439172,686285420.6697247,25634614.725807548,0.0388020638061307
328,Изотоническая регрессия,Бета-калибровка,663042727.7086756,688389132.923166,25346405.214490414,0.0382274085142021
329,Изотоническая регрессия,Бета-калибровка,660475476.6858671,686407501.0164024,25932024.330535293,0.03926266038015063
330,Изотоническая регрессия,Бета-калибровка,663278139.051443,689389472.2156663,26111333.164223313,0.03936709447648199
331,Изотоническая регрессия,Бета-калибровка,661604620.7505472,686819404.0014315,25214783.250884295,0.03811155856541596
332,Изотоническая регрессия,Бета-калибровка,660678486.915046,685727314.7178485,25048827.802802563,0.0379137936211074
333,Изотоническая регрессия,Бета-калибровка,660634827.5832655,685687162.4251318,25052334.841866255,0.0379216078170034
334,Изотоническая регрессия,Бета-калибровка,659937087.7613716,685680861.5333817,25743773.772010088,0.03900943627723321
335,Изотоническая регрессия,Бета-калибровка,661125650.8145385,686416344.5301571,25290693.71561861,0.03825398951690842
336,Изотоническая регрессия,Бета-калибровка,658917542.85267,684594663.6988549,25677120.84618497,0.03896864049941712
337,Изотоническая регрессия,Бета-калибровка,662722220.9866602,687979043.6422434,25256822.655583143,0.0381107224954383
338,Изотоническая регрессия,Бета-калибровка,663088413.8757925,688952142.856359,25863728.9805665,0.03900494781592008
339,Изотоническая регрессия,Бета-калибровка,659352563.1469386,684938842.4453851,25586279.298446536,0.03880515634356389
340,Изотоническая регрессия,Бета-калибровка,659660102.041531,684913704.9178934,25253602.876362443,0.03828275015906984
341,Изотоническая регрессия,Бета-калибровка,667000463.1099095,692562756.2785891,25562293.168679595,0.03832425100500626
342,Изотоническая регрессия,Бета-калибровка,665885367.64249,690680762.5681032,24795394.925613165,0.0372367319218909
343,Изотоническая регрессия,Бета-калибровка,659672586.6880465,684561337.0521375,24888750.36409104,0.03772894442839826
344,Изотоническая регрессия,Бета-калибровка,657278228.5870514,683273494.048379,25995265.461327553,0.0395498653853323
345,Изотоническая регрессия,Бета-калибровка,660964891.1692336,686982058.7331632,26017167.563929677,0.039362404738178806
346,Изотоническая регрессия,Бета-калибровка,659680006.088779,685463029.048693,25783022.95991397,0.039084135826369305
347,Изотоническая регрессия,Бета-калибровка,657183482.9951857,683020552.498491,25837069.503305316,0.03931484915833557
348,Изотоническая регрессия,Бета-калибровка,667004961.2950399,692266898.797071,25261937.502031088,0.03787368755546158
349,Изотоническая регрессия,Бета-калибровка,662630799.2953353,688578900.0798125,25948100.784477234,0.039159213263360755
350,Изотоническая регрессия,Бета-калибровка,663514143.7061609,688890595.7639854,25376452.057824492,0.03824553296796417
351,Изотоническая регрессия,Бета-калибровка,657938523.0015309,682853411.5923924,24914888.59086156,0.037868110347452
352,Изотоническая регрессия,Бета-калибровка,665069476.816262,690554922.6569641,25485445.840702057,0.03831997517417702
353,Изотоническая регрессия,Бета-калибровка,658403444.0914899,684703093.3663031,26299649.274813175,0.039944580349368056
354,Изотоническая регрессия,Бета-калибровка,665817013.2466849,691165777.5055718,25348764.258886933,0.03807166797267649
355,Изотоническая регрессия,Бета-калибровка,662397329.009273,687684669.7862058,25287340.776932716,0.038175487233250475
356,Изотоническая регрессия,Бета-калибровка,662093383.9263872,687141275.9137863,25047891.9873991,0.03783135822753362
357,Изотоническая регрессия,Бета-калибровка,665594134.6263654,690517329.0013058,24923194.374940395,0.03744503305896942
358,Изотоническая регрессия,Бета-калибровка,662510045.6908611,688087103.084451,25577057.393589854,0.03860629368558218
359,Изотоническая регрессия,Бета-калибровка,664005305.7284584,689389364.6966941,25384058.96823573,0.03822869900171613
360,Изотоническая регрессия,Бета-калибровка,661575002.4260978,686565721.3374183,24990718.911320567,0.037774581596456545
361,Изотоническая регрессия,Бета-калибровка,662798866.2960235,687959297.7174395,25160431.421416044,0.037960884818681526
362,Изотоническая регрессия,Бета-калибровка,661721009.2738752,687059581.5914596,25338572.317584395,0.038291926601195736
363,Изотоническая регрессия,Бета-калибровка,660223806.4610204,686081077.7081726,25857271.24715221,0.03916440303138149
364,Изотоническая регрессия,Бета-калибровка,658208412.4190934,683552649.3687835,25344236.949690104,0.03850488154130878
365,Изотоническая регрессия,Бета-калибровка,661166265.388726,686326646.6154428,25160381.226716757,0.03805454473985294
366,Изотоническая регрессия,Бета-калибровка,663627501.1705804,688990289.9415557,25362788.77097535,0.03821841127174149
367,Изотоническая регрессия,Бета-калибровка,664814978.3312199,689781767.9201412,24966789.58892131,0.037554493208909794
368,Изотоническая регрессия,Бета-калибровка,661560203.8500086,687401986.0791228,25841782.229114175,0.03906187536482034
369,Изотоническая регрессия,Бета-калибровка,657946807.8945838,683305079.0211191,25358271.126535296,0.0385415216279888
370,Изотоническая регрессия,Бета-калибровка,658978449.4933013,684837865.1780791,25859415.684777856,0.039241671263546725
371,Изотоническая регрессия,Бета-калибровка,661589772.4927671,686883588.8493674,25293816.356600285,0.03823187329709939
372,Изотоническая регрессия,Бета-калибровка,663165943.8142421,688321036.7254243,25155092.911182165,0.03793182256389858
373,Изотоническая регрессия,Бета-калибровка,660696565.3687718,686711805.738873,26015240.370101213,0.03937547390696764
374,Изотоническая регрессия,Бета-калибровка,663998357.1239773,689047775.2118719,25049418.08789456,0.03772512058070876
375,Изотоническая регрессия,Бета-калибровка,657695556.9824365,683480798.5563494,25785241.57391286,0.03920543677110691
376,Изотоническая регрессия,Бета-калибровка,657806530.536608,683549474.5028219,25742943.96621394,0.039134521734246155
377,Изотоническая регрессия,Бета-калибровка,661357906.9519264,686200433.15364,24842526.20171368,0.03756290798156204
378,Изотоническая регрессия,Бета-калибровка,660374844.1386504,685672054.6468405,25297210.508190036,0.03830735033704389
379,Изотоническая регрессия,Бета-калибровка,666214581.0171089,690952230.8949189,24737649.87781,0.037131654849167466
380,Изотоническая регрессия,Бета-калибровка,660795377.5831934,686654742.9669669,25859365.383773446,0.0391336959382979
381,Изотоническая регрессия,Бета-калибровка,662017782.2767471,687405232.7178037,25387450.44105661,0.03834859292411536
382,Изотоническая регрессия,Бета-калибровка,660294999.7686605,686019434.6983726,25724434.929712057,0.038959003080024555
383,Изотоническая регрессия,Бета-калибровка,667363377.5927248,692498634.0664523,25135256.473727465,0.03766352382774424
384,Изотоническая регрессия,Бета-калибровка,660083682.7555664,685442528.7138582,25358845.95829189,0.0384176228268961
385,Изотоническая регрессия,Бета-калибровка,658618651.0789316,683898225.4605771,25279574.38164556,0.03838271864945403
386,Изотоническая регрессия,Бета-калибровка,663183968.8945906,688465373.7945206,25281404.89993,0.0381212545623948
387,Изотоническая регрессия,Бета-калибровка,657905485.9614856,683782983.3482937,25877497.386808038,0.03933315337687111
388,Изотоническая регрессия,Бета-калибровка,657295872.0889219,683407999.8314468,26112127.742524862,0.039726596273211186
389,Изотоническая регрессия,Бета-калибровка,662832962.3611223,687448277.7731702,24615315.412047982,0.03713652882373879
390,Изотоническая регрессия,Бета-калибровка,657958280.5338652,683007256.9190512,25048976.385185957,0.038070766986717304
391,Изотоническая регрессия,Бета-калибровка,662952526.3293285,688591843.7470388,25639317.417710304,0.038674439570615206
392,Изотоническая регрессия,Бета-калибровка,658191257.1413324,683417687.7077456,25226430.566413164,0.03832690011103616
393,Изотоническая регрессия,Бета-калибровка,662164539.5317206,687510641.1270838,25346101.59536314,0.038277648654045676
394,Изотоническая регрессия,Бета-калибровка,658869142.6906943,684570615.7470936,25701473.056399226,0.039008463731416185
395,Изотоническая регрессия,Бета-калибровка,663676664.4490951,689049406.6698408,25372742.220745683,0.03823057759881778
396,Изотоническая регрессия,Бета-калибровка,661418207.1409988,686980924.0093372,25562716.868338346,0.038648341688134046
397,Изотоническая регрессия,Бета-калибровка,665190477.1439829,690226582.5256994,25036105.38171649,0.03763749819331424
398,Изотоническая регрессия,Бета-калибровка,664290675.780339,689783234.8857169,25492559.105377913,0.03837560880322748
399,Изотоническая регрессия,Бета-калибровка,661913997.5211794,686745888.9593048,24831891.438125372,0.03751528375456484
400,Изотоническая регрессия,Бета-калибровка,661398647.3991573,686802626.6603776,25403979.261220336,0.03840948172651601
401,Изотоническая регрессия,Бета-калибровка,662447564.1703873,687900050.8776059,25452486.707218647,0.03842188889183091
402,Изотоническая регрессия,Бета-калибровка,659787529.2616004,685387067.934892,25599538.673291683,0.03879967040592802
403,Изотоническая регрессия,Бета-калибровка,659631352.4831605,685714832.6585219,26083480.175361395,0.039542511248398055
404,Изотоническая регрессия,Бета-калибровка,655044184.6415823,681828186.3914639,26784001.749881625,0.04088884746688792
405,Изотоническая регрессия,Бета-калибровка,664642533.1836149,690036220.9185584,25393687.73494351,0.038206534290408135
406,Изотоническая регрессия,Бета-калибровка,661638917.6784446,686390354.7231677,24751437.044723034,0.037409282288851375
407,Изотоническая регрессия,Бета-калибровка,657616763.3430109,682884365.8411446,25267602.49813366,0.03842299026819995
408,Изотоническая регрессия,Бета-калибровка,658513967.3357658,684884021.1471286,26370053.811362743,0.04004479042115301
409,Изотоническая регрессия,Бета-калибровка,659636937.5358098,684972198.2911177,25335260.755307913,0.03840788669287116
410,Изотоническая регрессия,Бета-калибровка,661587045.3516198,687154083.4056938,25567038.05407393,0.03864501010669817
411,Изотоническая регрессия,Бета-калибровка,661212700.0758545,686619474.9204026,25406774.844548106,0.03842451126790734
412,Изотоническая регрессия,Бета-калибровка,660175296.142659,686009770.023261,25834473.880602002,0.039132748576855815
413,Изотоническая регрессия,Бета-калибровка,659307420.8613865,684590392.1209356,25282971.25954902,0.038347772919826634
414,Изотоническая регрессия,Бета-калибровка,659560548.9478146,684767764.6171927,25207215.66937816,0.03821819802532276
415,Изотоническая регрессия,Бета-калибровка,656182499.2269739,682098848.9024458,25916349.675471902,0.039495642913371
416,Изотоническая регрессия,Бета-калибровка,655912754.1381714,681708369.903795,25795615.76562357,0.03932781547984595
417,Изотоническая регрессия,Бета-калибровка,656704810.6662683,681775174.2308426,25070363.56457424,0.038176001085082324
418,Изотоническая регрессия,Бета-калибровка,656520880.2465023,682522455.4857783,26001575.23927605,0.03960510019043614
419,Изотоническая регрессия,Бета-калибровка,661970693.0810086,687674581.7067853,25703888.625776768,0.03882934530854111
420,Изотоническая регрессия,Бета-калибровка,659743264.9264164,685325738.6482992,25582473.72188282,0.03877640755413567
421,Изотоническая регрессия,Бета-калибровка,659176106.3854445,684532267.2518623,25356160.866417766,0.0384664441274379
422,Изотоническая регрессия,Бета-калибровка,660361957.8159199,686072484.0296465,25710526.21372664,0.038933990532649086
423,Изотоническая регрессия,Бета-калибровка,661714517.0360854,686943864.2508909,25229347.214805484,0.03812723850734205
424,Изотоническая регрессия,Бета-калибровка,660830894.6340679,686142958.3949273,25312063.76085937,0.0383033904231669
425,Изотоническая регрессия,Бета-калибровка,661480652.1212025,686343557.4634295,24862905.342226982,0.037586746131572986
426,Изотоническая регрессия,Бета-калибровка,663365343.2362006,688984951.4410017,25619608.204801083,0.03862066124801889
427,Изотоническая регрессия,Бета-калибровка,658095013.5878286,683266088.3130535,25171074.725224853,0.03824838998246801
428,Изотоническая регрессия,Бета-калибровка,662467546.3234928,688155544.9527956,25687998.62930286,0.03877623707284074
429,Изотоническая регрессия,Бета-калибровка,660970014.3698142,686872127.210452,25902112.840637803,0.03918803013376264
430,Изотоническая регрессия,Бета-калибровка,659270845.8489759,684642672.3158971,25371826.46692121,0.0384846783786543
431,Изотоническая регрессия,Бета-калибровка,661110486.832612,686877679.0549092,25767192.22229719,0.03897562167822826
432,Изотоническая регрессия,Бета-калибровка,656723675.9649768,681841184.2834957,25117508.318518877,0.038246692235683
433,Изотоническая регрессия,Бета-калибровка,660043227.5531863,684939164.7241949,24895937.171008587,0.0377186464942593
434,Изотоническая регрессия,Бета-калибровка,666391469.2514536,691515816.7934675,25124347.542013884,0.037702084587360706
435,Изотоническая регрессия,Бета-калибровка,659741693.1981936,684987176.5632374,25245483.36504388,0.03826570857249106
436,Изотоническая регрессия,Бета-калибровка,661616363.678899,686752273.6900698,25135910.011170745,0.03799166917729064
437,Изотоническая регрессия,Бета-калибровка,660781497.2136621,686344205.3088924,25562708.09523022,0.03868556883481345
438,Изотоническая регрессия,Бета-калибровка,661503146.7593043,686671203.3463794,25168056.587075114,0.03804676774460274
439,Изотоническая регрессия,Бета-калибровка,658993304.5770488,684322128.777061,25328824.200012207,0.038435632083194844
440,Изотоническая регрессия,Бета-калибровка,660616560.6149988,685743874.7788755,25127314.163876653,0.038036155406828524
441,Изотоническая регрессия,Бета-калибровка,665222106.9655191,690944595.6723077,25722488.70678866,0.038667519370521986
442,Изотоническая регрессия,Бета-калибровка,662665376.53753,687949718.0907469,25284341.553216934,0.03815551928384923
443,Изотоническая регрессия,Бета-калибровка,660931352.9393432,686673819.8435144,25742466.90417123,0.038948775526667645
444,Изотоническая регрессия,Бета-калибровка,661712831.4375694,686938733.4781355,25225902.040566087,0.03812212918066419
445,Изотоническая регрессия,Бета-калибровка,662445908.2578115,688026416.6283646,25580508.370553017,0.038615240960319375
446,Изотоническая регрессия,Бета-калибровка,658863510.4166504,684372769.2826425,25509258.86599207,0.03871706121630653
447,Изотоническая регрессия,Бета-калибровка,659590236.8365843,684301259.6151358,24711022.77855146,0.03746420337733668
448,Изотоническая регрессия,Бета-калибровка,663461266.2687386,688398582.8044686,24937316.535730004,0.03758669541626113
449,Изотоническая регрессия,Бета-калибровка,661277238.8873296,686212491.8444035,24935252.957073927,0.037707713937092685
450,Изотоническая регрессия,Бета-калибровка,667323475.8127315,692528768.8982174,25205293.085485935,0.03777072738942456
451,Изотоническая регрессия,Бета-калибровка,655468584.1248382,680835121.8174114,25366537.69257319,0.03869985275715666
452,Изотоническая регрессия,Бета-калибровка,664749468.7160983,690101163.8457843,25351695.129685998,0.038137217587628065
453,Изотоническая регрессия,Бета-калибровка,663641628.4811878,688446495.6370325,24804867.15584469,0.03737690056094459
454,Изотоническая регрессия,Бета-калибровка,662241753.588069,687937379.9986647,25695626.410595775,0.0388009760353756
455,Изотоническая регрессия,Бета-калибровка,660967436.020095,686481136.2871361,25513700.267041087,0.03860054047543941
456,Изотоническая регрессия,Бета-калибровка,661488602.3101482,687812403.1692488,26323800.85910058,0.03979479127405781
457,Изотоническая регрессия,Бета-калибровка,655251148.9705987,680915130.5809965,25663981.610397816,0.03916663351253332
458,Изотоническая регрессия,Бета-калибровка,657442368.9251249,682845410.0472932,25403041.122168303,0.03863919078367372
459,Изотоническая регрессия,Бета-калибровка,663371946.4111376,687977141.23733,24605194.82619238,0.037091099434197104
460,Изотоническая регрессия,Бета-калибровка,663062685.5217781,687731670.4682151,24668984.946437,0.03720460445911604
461,Изотоническая регрессия,Бета-калибровка,662292405.8199009,687132122.0357049,24839716.21580398,0.03750566365781147
462,Изотоническая регрессия,Бета-калибровка,664555189.9147174,690033704.5091434,25478514.594425917,0.03833920038709739
463,Изотоническая регрессия,Бета-калибровка,659484464.8240852,684716226.7386038,25231761.914518595,0.0382598275779689
464,Изотоническая регрессия,Бета-калибровка,657579778.091286,683187839.2856736,25608061.194387674,0.03894289643261009
465,Изотоническая регрессия,Бета-калибровка,662049656.6548159,687775570.3108473,25725913.65603137,0.0388579820221016
466,Изотоническая регрессия,Бета-калибровка,665076441.6542834,689533249.1751249,24456807.52084148,0.03677292712399891
467,Изотоническая регрессия,Бета-калибровка,658459812.1334491,684648750.0247242,26188937.891275167,0.039773023970014885
468,Изотоническая регрессия,Бета-калибровка,661641299.027982,687788427.8859292,26147128.85794723,0.039518586424940536
469,Изотоническая регрессия,Бета-калибровка,660882670.0937529,686330979.4514934,25448309.35774052,0.03850654663728801
470,Изотоническая регрессия,Бета-калибровка,660184474.450139,685781223.4790759,25596749.028936863,0.03877211600629678
471,Изотоническая регрессия,Бета-калибровка,659346853.9888479,685600486.063425,26253632.074577093,0.039817634551148014
472,Изотоническая регрессия,Бета-калибровка,657950095.5844728,683370513.2202225,25420417.635749698,0.03863578378717026
473,Изотоническая регрессия,Бета-калибровка,659278936.628029,685072438.1144924,25793501.486463428,0.039123806409450554
474,Изотоническая регрессия,Бета-калибровка,659660314.7579699,685749323.1751869,26089008.417217016,0.03954915557833596
475,Изотоническая регрессия,Бета-калибровка,665227438.3804034,691067606.1323802,25840167.751976848,0.0388441099406372
476,Изотоническая регрессия,Бета-калибровка,661141110.569943,685387702.629908,24246592.059965014,0.036673853239988376
477,Изотоническая регрессия,Бета-калибровка,662938790.0123898,687901709.3079706,24962919.295580864,0.03765493839199593
478,Изотоническая регрессия,Бета-калибровка,665342590.8692052,690835132.934711,25492542.065505743,0.03831491086750094
479,Изотоническая регрессия,Бета-калибровка,658265817.6858107,683390309.056948,25124491.37113726,0.03816769866535762
480,Изотоническая регрессия,Бета-калибровка,652953853.8897883,678425189.0558048,25471335.16601658,0.039009395555716975
481,Изотоническая регрессия,Бета-калибровка,662010365.2270987,687559446.4446603,25549081.217561603,0.03859317400384984
482,Изотоническая регрессия,Бета-калибровка,657070521.0776167,682675936.8704233,25605415.792806625,0.038969052744617004
483,Изотоническая регрессия,Бета-калибровка,662905840.1916262,689233187.1266495,26327346.935023308,0.03971506259080907
484,Изотоническая регрессия,Бета-калибровка,661540991.2516452,686386523.9835836,24845532.731938362,0.03755705702367778
485,Изотоническая регрессия,Бета-калибровка,660913316.2015419,686161083.6046963,25247767.403154373,0.0382013295605247
486,Изотоническая регрессия,Бета-калибровка,666917292.2244688,691345822.267592,24428530.043123126,0.036629024810022545
487,Изотоническая регрессия,Бета-калибровка,660420871.0581963,685567457.4653924,25146586.407196045,0.038076607674290365
488,Изотоническая регрессия,Бета-калибровка,657378208.7484033,682619799.225151,25241590.476747632,0.03839736416697725
489,Изотоническая регрессия,Бета-калибровка,658712353.8701986,684053559.8646587,25341205.994460106,0.038470822424341036
490,Изотоническая регрессия,Бета-калибровка,663329344.0515583,688909172.8905699,25579828.83901167,0.03856278795503345
491,Изотоническая регрессия,Бета-калибровка,657083712.0823197,682187117.1434053,25103405.06108558,0.03820427230121421
492,Изотоническая регрессия,Бета-калибровка,661193549.557717,686254530.8404269,25060981.282709956,0.03790264030777924
493,Изотоническая регрессия,Бета-калибровка,663106133.1738706,688644858.1873286,25538725.013458014,0.03851378193596288
494,Изотоническая регрессия,Бета-калибровка,662618307.0228808,688517263.2033777,25898956.18049693,0.03908578423807813
495,Изотоническая регрессия,Бета-калибровка,657797280.8451891,683853800.300411,26056519.45522189,0.03961177738792482
496,Изотоническая регрессия,Бета-калибровка,666533250.400369,692157643.0094091,25624392.609040022,0.03844428255251801
497,Изотоническая регрессия,Бета-калибровка,662160072.2555242,687662296.9412984,25502224.685774207,0.038513685367505865
498,Изотоническая регрессия,Бета-калибровка,662587022.135781,688323319.4887941,25736297.35301304,0.03884213921071791
499,Изотоническая регрессия,Бета-калибровка,661356193.5957392,687053479.8523728,25697286.25663352,0.03885544054092771
500,Изотоническая регрессия,Бета-калибровка,656213248.0760536,681453941.829847,25240693.75379336,0.03846416363551993
501,Изотоническая регрессия,Бета-калибровка,665951099.7916374,689808340.8207794,23857241.029142022,0.03582431358189283
502,Изотоническая регрессия,Бета-калибровка,660802935.3944194,685862953.0428133,25060017.64839387,0.03792358705766957
503,Изотоническая регрессия,Бета-калибровка,664769887.1315737,689664057.5793332,24894170.44775951,0.0374478010055115
504,Изотоническая регрессия,Бета-калибровка,660214679.1556505,685381307.2405972,25166628.08494675,0.038118855698774205
505,Изотоническая регрессия,Бета-калибровка,659166015.9436666,685013979.7929612,25847963.849294662,0.039213131781817574
