scenario,method,p_value_intime,p_value_oot,p_value_grade_intime,p_value_grade_oot,oot_mean_pd,expected_loss,unexpected_loss_capital,el_plus_ul,rwa
176,Монотонный сплайн,0.7334671650137625,0.029299843840318234,0.0007350533838639857,0.0016869323488392784,0.03709410970712654,104175097.70149417,480835977.3282762,585011075.0297704,6010449716.603453
176,Французский сплайн,0.7334496739919909,0.029295023147563652,0.22814936149851023,0.025549005000433177,0.03708678991798257,104154540.80566226,479692982.7301036,583847523.5357659,5996162284.126295
177,Бета-калибровка,0.8780398830057037,0.028398286398975167,0.1283281038239784,0.009398358589741652,0.036655844685069335,102944274.21354872,468528613.7064594,571472887.9200082,5856607671.330743
177,Изотоническая регрессия,0.8915125774152828,0.03300226364897966,0.1025086923641287,0.013756010374452489,0.03650275779869684,102514345.00186023,472431523.14476526,574945868.1466255,5905394039.309566
177,Логит-калибровка,0.8780535943170045,0.030654535948990994,0.048422009406642735,0.01678013264540091,0.03661688336723884,102834855.24855357,475093420.8425221,577928276.0910757,5938667760.531527
177,Монотонный сплайн,0.8645752917151155,0.030660385690225063,0.004760949925646829,0.000139583181389069,0.03662071554486104,102845617.53618775,479384409.1455262,582230026.6817138,5992305114.319077
177,Французский сплайн,0.8645918692074369,0.03066346520251076,0.2792301628158104,0.0031080415855525025,0.03662261464494312,102850950.96885826,478351932.5189117,581202883.4877701,5979399156.486397
178,Бета-калибровка,0.8243621874400612,0.06588509679514556,0.07159561732356566,0.023111660907782865,0.038102822375699154,107007966.35991353,473683778.78073657,580691745.14065,5921047234.759207
178,Изотоническая регрессия,0.8243741949768291,0.06588908989399901,0.2034760021801759,0.019254303064709148,0.038110713799989406,107030128.63589025,477689325.820654,584719454.4565443,5971116572.758175
178,Логит-калибровка,0.8243717400900916,0.07039385325793639,0.04913138308169527,0.038383814984446984,0.038064515979376344,106900386.67648053,480125738.9059074,587026125.5823879,6001571736.323841
178,Монотонный сплайн,0.8111126158141049,0.07045935609257838,0.0023725454496166844,0.000651317985291804,0.03808942752245254,106970348.25405571,484610089.29467005,591580437.5487258,6057626116.183375
178,Французский сплайн,0.8243515272962365,0.07045688205632171,0.19744000436258133,0.014009982304613122,0.038088673118496424,106968229.58598536,483535163.5110861,590503393.0970715,6044189543.8885765
179,Бета-калибровка,0.8246238957898282,0.0931593870349989,0.2130702645864954,0.028111741725506904,0.036868811913294,103542371.37729487,470550412.0523392,574092783.4296341,5881880150.65424
179,Изотоническая регрессия,0.8511793980434538,0.09925620381416356,0.01994005383309171,0.051644577994755816,0.036817430529545184,103398071.89917469,474707208.65227056,578105280.5514452,5933840108.153381
179,Логит-калибровка,0.8114213000394507,0.09926962563790519,0.1657519804938281,0.038223996357639047,0.036820730856549674,103407340.53753409,477036284.5577626,580443625.0952969,5962953556.9720335
179,Монотонный сплайн,0.8378796328267724,0.09313584478174426,0.008765449756406423,0.000988869711730348,0.03685884848285196,103514390.07924144,481545512.60340214,585059902.6826437,6019318907.542527
179,Французский сплайн,0.8246099280470386,0.09312549796667233,0.06379678187324864,0.020977163600644028,0.03685328831258845,103498774.89707342,480462027.1181089,583960802.0151824,6005775338.976361
180,Бета-калибровка,0.6451735950237127,0.05792575939116061,0.05573843567279174,0.1287210079005274,0.03701948383891982,103965518.41322242,471397165.2192075,575362683.6324301,5892464565.240095
180,Изотоническая регрессия,0.6452514679595602,0.06201979756544958,0.04290726229653502,0.046333399124867905,0.036984561559527784,103867442.68377781,475651750.89992476,579519193.5837026,5945646886.24906
180,Логит-калибровка,0.6330000595287157,0.066386283736294,0.015635765874976754,0.19777887165266492,0.03693923927533029,103740159.5808376,477881962.70799756,581622122.2888352,5973524533.849969
180,Монотонный сплайн,0.6328886647124025,0.06204398552988219,0.028573492910972578,0.0068931092009400525,0.036997644893301096,103904185.91834682,482548130.8685962,586452316.786943,6031851635.857451
180,Французский сплайн,0.632898674365058,0.06202829325423743,0.03263032606056246,0.07316056918245296,0.03698972565909863,103881945.54101261,481431213.70068526,585313159.2416979,6017890171.258566
181,Бета-калибровка,0.8517958995597605,0.020395657338198488,0.16154205167838964,0.13353001989797755,0.03666603179486975,102972883.69271222,467806451.8327713,570779335.5254836,5847580647.909641
181,Изотоническая регрессия,0.8785550692156414,0.020380853980465144,0.08122080798530551,0.05504576063167836,0.03664346637637437,102909510.97140977,472305816.99709404,575215327.9685037,5903822712.463675
181,Логит-калибровка,0.8651195168577839,0.020378769511739905,0.08795088647840693,0.17156418639548562,0.036636067287758464,102888731.37094088,474406746.7819786,577295478.1529194,5930084334.774733
181,Монотонный сплайн,0.8651299164377073,0.020378145174656734,0.0005800456263637877,0.004722771578512889,0.03663121622912663,102875107.65787923,479108946.6249714,581984054.2828505,5988861832.812141
181,Французский сплайн,0.8651241312823773,0.020378683740474298,0.14688271015494042,0.05833669166039036,0.03663559975928072,102887418.36396396,477977854.9635746,580865273.3275385,5974723187.044682
182,Бета-калибровка,0.4666611298734913,0.0042515107994600555,0.036808299101269946,0.0014952785374247087,0.03668695612161083,103031647.57193187,467950583.7667053,570982231.3386371,5849382297.083817
182,Изотоническая регрессия,0.4666264997838529,0.0042428527788982645,0.007088970379234246,0.0015692405029228554,0.03664867416722149,102924136.53122485,471870109.9838839,574794246.5151088,5898376374.79855
182,Логит-калибровка,0.45643899508496505,0.004245587470613969,0.08643388644367427,0.00044351279369846184,0.036666912305481046,102975356.51871298,474527470.86058617,577502827.3792992,5931593385.757326
182,Монотонный сплайн,0.45643357640933047,0.004242570707352962,4.005542299359528e-05,3.251607534063457e-05,0.03664425577996796,102911727.932462,478991140.2091421,581902868.1416042,5987389252.614277
182,Французский сплайн,0.4564332748366393,0.004243354160301868,0.021043089814097988,0.0005982138830738236,0.03665370145693935,102938255.17166847,477916878.04804236,580855133.2197108,5973960975.60053
183,Бета-калибровка,0.8125252011032345,0.06072009997998198,0.16084195611919122,0.1599961915410733,0.037881193702971216,106385544.39542434,471327134.3580581,577712678.7534825,5891589179.475726
183,Изотоническая регрессия,0.773225562250416,0.060765848320027765,0.020197911123277255,0.07229553039885767,0.037923302521739796,106503802.80205405,475730407.7913054,582234210.5933595,5946630097.391317
183,Логит-калибровка,0.8125258675691771,0.06497727930145536,0.0882317633314184,0.1330803166697083,0.037862092296997225,106331900.00688702,477856374.1023353,584188274.1092223,5973204676.279191
183,Монотонный сплайн,0.7994077205102734,0.06073589504936598,0.018677136119291126,0.00637990677112344,0.03790559784020131,106454080.97442137,482824858.16402304,589278939.1384444,6035310727.050287
183,Французский сплайн,0.799411895687204,0.060729389268317766,0.24260580888302646,0.07015456087468441,0.03789972030053817,106437574.49203143,481621641.4405446,588059215.932576,6020270518.006807
184,Бета-калибровка,0.7726263479608624,0.03321975568192766,0.16264249778941994,0.028523699473886072,0.037776562108231486,106091697.0247573,472188222.98388386,578279920.008641,5902352787.298548
184,Изотоническая регрессия,0.7857011489489156,0.03316784048746876,0.07719309882488037,0.04164387496856975,0.037741463019033326,105993124.74265316,476375534.3043185,582368659.0469717,5954694178.803981
184,Логит-калибровка,0.7726215241119601,0.03316708222177481,0.11153343202167663,0.03859479334052496,0.037740589389536734,105990671.24157494,478653098.9433794,584643770.1849544,5983163736.792242
184,Монотонный сплайн,0.7726187390422737,0.03321410709164012,0.01698396838624636,0.00036085547759236495,0.03777377694379135,106083875.16894361,483304989.7730489,589388864.9419924,6041312372.163111
184,Французский сплайн,0.7726144506849458,0.033207336298336367,0.12266436502232707,0.008402587064145348,0.037770252129942575,106073976.08173074,482188533.8475659,588262509.9292966,6027356673.094572
185,Бета-калибровка,0.9728890147783864,0.06449302596831867,0.08744101382143135,0.1439714197395251,0.03772012118657965,105933188.34039026,472041903.62591994,577975091.9663103,5900523795.323998
185,Изотоническая регрессия,0.9728960411689294,0.0644422300360768,0.15455930272048524,0.07329339233942887,0.03769460228535916,105861521.05820267,476130003.65784645,581991524.7160492,5951625045.723081
185,Логит-калибровка,0.9864442875711388,0.06443080019244546,0.061987735506252625,0.21979534673687748,0.03768372381206302,105830969.95379777,478506395.17460024,584337365.1283981,5981329939.682504
185,Монотонный сплайн,0.97288613532125,0.060254676763255244,0.0008699131777295146,0.009290388877066354,0.03774451674358897,106001700.82269526,483205246.1283027,589206946.9509981,6040065576.603783
185,Французский сплайн,0.9728875742057486,0.06025371640684489,0.10213078967856884,0.09722695430621503,0.03773464684942619,105973982.21192853,482075676.8312856,588049659.0432141,6025945960.391069
186,Бета-калибровка,0.323140792744376,0.01140388894559322,0.03485176536880736,0.009398358589741652,0.037016401741402645,103956862.65055521,470307790.9364623,574264653.5870175,5878847386.705779
186,Изотоническая регрессия,0.31499781302195107,0.010465916915298547,0.009175246327027948,0.009410364923712219,0.03705527456860486,104066033.09846985,474415941.2362438,578481974.3347137,5930199265.453047
186,Логит-калибровка,0.31497938520114954,0.012403622535345729,0.04250940344929044,0.02063917899926187,0.03695504787476103,103784556.4514789,476846974.1512294,580631530.6027082,5960587176.8903675
186,Монотонный сплайн,0.3149793845747624,0.010462107620635581,0.0005247083963166527,0.000566805189393726,0.03704166026854827,104027798.69819099,481589375.7786979,585617174.4768889,6019867197.233724
186,Французский сплайн,0.3149796966508055,0.011411613072464698,0.009717896460667903,0.006096071155654087,0.037024570929174105,103979804.99749258,480440170.254195,584419975.2516875,6005502128.177437
187,Бета-калибровка,0.6349682835254299,0.04664813483399268,0.28098117102542836,0.03452576340888747,0.03709196085276202,104169062.85889685,470011060.90514976,574180123.7640467,5875138261.314371
187,Изотоническая регрессия,0.6471969138653104,0.05004944240619005,0.2152715865373204,0.02120761155803314,0.037040841839105526,104025500.22094394,474257963.0924711,578283463.313415,5928224538.6558895
187,Логит-калибровка,0.6471440368923747,0.05004698397930901,0.19131350236925318,0.057099302294330245,0.037038248306723594,104018216.54460256,476551512.36065906,580569728.9052615,5956893904.508238
187,Монотонный сплайн,0.6471910829056915,0.04665088799565513,0.00777519091135856,0.0028483192984763693,0.03709944417656412,104190079.02546269,481491751.052084,585681830.0775467,6018646888.151051
187,Французский сплайн,0.6471659773579078,0.04664777669599972,0.2600137824088733,0.04035415989614345,0.03708968944282975,104162683.83124308,480297229.88802874,584459913.7192719,6003715373.600359
188,Бета-калибровка,0.8113220877082225,0.1336127845059917,0.07159561732356566,0.09145776276863624,0.03628798354377334,101911172.98433305,466864075.10392916,568775248.0882622,5835800938.799114
188,Изотоническая регрессия,0.8113134832668258,0.14170350474953863,0.029895739981779502,0.11336632127757955,0.03619584465869135,101652410.13946879,471316030.60969746,572968440.7491663,5891450382.621218
188,Логит-калибровка,0.8113144407802781,0.14175663143934963,0.049484191327304416,0.07569915033119098,0.03623760979595807,101769703.35096866,473504728.38339543,575274431.734364,5918809104.792444
188,Монотонный сплайн,0.8113228253642175,0.1417893226719152,0.0015872220182820323,0.002556251225079338,0.036247408792521446,101797222.85291725,478287727.2587979,580084950.1117151,5978596590.734973
188,Французский сплайн,0.8113174134757593,0.14179895529242847,0.06558997247465546,0.04888094301577626,0.036249924623608855,101804288.3129431,477132436.9133892,578936725.2263323,5964155461.417364
189,Бета-калибровка,0.6064249376501626,0.10758597768414745,0.036980011958776766,0.17142757120385516,0.03718084570771315,104418687.08554162,469924979.3691094,574343666.454651,5874062242.113866
189,Изотоническая регрессия,0.6304557182948838,0.11419505038739805,0.02600035292449165,0.10909629990404378,0.03704306878493065,104031754.37559925,473811747.24879515,577843501.6243944,5922646840.60994
189,Логит-калибровка,0.606404260547679,0.10747331029396961,0.025476475131524033,0.3091118077382887,0.037145172199507366,104318501.60509647,476467213.22840655,580785714.833503,5955840165.355082
189,Монотонный сплайн,0.6064395065472505,0.10754966676043293,0.005194617905482226,0.00637990677112344,0.037171948822818025,104393701.07400215,481009836.2989496,585403537.3729517,6012622953.73687
189,Французский сплайн,0.6064200817911671,0.1075391137457128,0.05880000439679292,0.10834792158739547,0.03716907785322748,104385638.24300404,479917934.10033566,584303572.3433397,5998974176.254194
190,Бета-калибровка,0.49662716219292957,0.014430282325837252,0.22833307760862837,0.029903371318207396,0.036662624337583924,102963314.1896707,467563790.47412133,570527104.663792,5844547380.926517
190,Изотоническая регрессия,0.49666970073035777,0.014408508799968299,0.13812746473912482,0.0035707824827162535,0.036610497659913345,102816921.62810062,472116679.42476094,574933601.0528616,5901458492.809511
190,Логит-калибровка,0.4967438393566711,0.014408423306915809,0.12512095860289213,0.04712351581195601,0.03661158360637903,102819971.4001549,474209151.4951241,577029122.8952789,5927614393.689051
190,Монотонный сплайн,0.4752502386777751,0.014438812850526879,0.004619866426726854,0.00031390277464622696,0.03667109358825064,102987099.2332431,479427588.95038617,582414688.1836293,5992844861.879826
190,Французский сплайн,0.48582587178957215,0.014428678441032263,0.3328274135886919,0.017849156791043586,0.03666085718641792,102958351.32233608,478160030.35104144,581118381.6733775,5977000379.388018
191,Бета-калибровка,0.7212132968211229,0.029592844547168172,0.018273109470766657,0.0038005819933369348,0.03722428828199586,104540691.21115717,472492318.2940117,577033009.5051689,5906153978.675147
191,Изотоническая регрессия,0.6836628018512634,0.0343301010094569,0.033169319877758785,0.008852229240479039,0.037082172353887145,104141572.83865665,476394446.22894883,580536019.0676055,5954930577.861859
191,Логит-калибровка,0.7085942837787564,0.0318839818314462,0.012865592255074103,0.008754685280421677,0.0371530594564272,104340652.17743015,478926999.9152751,583267652.0927052,5986587498.940939
191,Монотонный сплайн,0.7212314228042593,0.03190024277637878,0.0011454228242766648,3.596795467155939e-05,0.0371765265747466,104406557.23251837,483439816.44881344,587846373.6813318,6042997705.6101675
191,Французский сплайн,0.7212323680774458,0.03189977068189446,0.06521011461799357,0.0023045274995053652,0.037176089332069374,104405329.28018363,482358166.07349914,586763495.3536828,6029477075.918739
192,Бета-калибровка,0.6719826134156835,0.05839420612543658,0.12875365241183978,0.06932215729710992,0.037179314508203797,104414386.86483954,470990353.5578098,575404740.4226494,5887379419.472623
192,Изотоническая регрессия,0.6597460255179067,0.06255550901094989,0.01845493352392574,0.03617840223096622,0.037151131367402467,104335237.33221309,475261953.587669,579597190.919882,5940774419.845861
192,Логит-калибровка,0.6597358509773696,0.06250500791573955,0.08835715658238462,0.11075163352292985,0.03712742462629078,104268659.32047504,477511434.0771092,581780093.3975842,5968892925.963864
192,Монотонный сплайн,0.6597464249113505,0.05845369327296291,0.003886459930475027,0.000560546493026478,0.037217353378968275,104521215.2294945,482521465.0141267,587042680.2436212,6031518312.676583
192,Французский сплайн,0.6597399460194547,0.058415949134137286,0.03437845927521831,0.019056566948659124,0.0371989209589434,104469449.62109667,481307747.8605448,585777197.4816415,6016346848.25681
193,Бета-калибровка,0.9864346122412608,0.015248814567865688,0.047034269138024346,0.009381363634160145,0.036272023811185564,101866351.67133355,467683929.3087721,569550280.9801058,5846049116.359652
193,Изотоническая регрессия,1.0,0.015251654360277775,0.05836218866793857,0.021441510901756163,0.03628102651276662,101891634.85845378,472237657.4910455,574129292.3494993,5902970718.638069
193,Логит-калибровка,1.0,0.016556244737392325,0.03234478752215589,0.028111741725506904,0.03622500152646576,101734294.28692643,474276309.37349725,576010603.6604238,5928453867.168716
193,Монотонный сплайн,1.0,0.015250224343898479,0.0010840218599649756,0.0002021985266323504,0.03627713821250975,101880714.9560124,479313048.9451287,581193763.9011409,5991413111.814108
193,Французский сплайн,1.0,0.015248008081888434,0.13549635422331896,0.003989215262314562,0.036267456471867736,101853524.75559337,478092148.7108797,579945673.4664731,5976151858.885996
194,Бета-калибровка,0.7729110893051533,0.0487806902093325,0.05578155452035648,0.005215247309264946,0.03661672586188221,102834412.91051,468865799.11590874,571700212.0264187,5860822488.948858
194,Изотоническая регрессия,0.7858861443123697,0.05611991530427006,0.0811177639477019,0.004028718738244488,0.036498392013395074,102502084.13041872,472938578.7143242,575440662.844743,5911732233.929052
194,Логит-калибровка,0.7859017279290114,0.05236175225421783,0.03846954103646408,0.006613856494633776,0.036569685755831034,102702305.47667587,475437761.52354413,578140067.0002201,5942972019.044302
194,Монотонный сплайн,0.7989327251457736,0.052372384951524915,0.0001508533904001075,8.013782304860522e-05,0.03657418174038293,102714931.99969143,479962150.39932346,582677082.399015,5999526879.991543
194,Французский сплайн,0.7858781634632805,0.05237926081946576,0.04865456164107305,0.00248376975627428,0.036576895032876484,102722552.0103303,478872679.57567817,581595231.5860084,5985908494.695976
195,Бета-калибровка,0.5303220327294098,0.005671138291055867,0.028927784036930304,0.028523699473886072,0.03659745424990673,102780290.51543806,468652651.5272039,571432942.042642,5858158144.090049
195,Изотоническая регрессия,0.5303074965224064,0.0062062192336008095,0.10962533338465794,0.030863516709480586,0.036540749808321366,102621041.76168974,472960821.2670047,575581863.0286944,5912010265.837559
195,Логит-калибровка,0.5529322994380197,0.0062088193694425624,0.02014621510112056,0.07634918262997414,0.036548231341959614,102642052.9007594,475184449.2048586,577826502.105618,5939805615.060733
195,Монотонный сплайн,0.5191593278643414,0.0056694610142512415,0.036608187058675794,0.0004581513813795498,0.03657476335086471,102716565.39456844,479914862.0408828,582631427.4354513,5998935775.511035
195,Французский сплайн,0.5302513783350675,0.005669525503724288,0.8913987913961349,0.006096071155654087,0.03657322824454049,102712254.20196754,478781011.2861868,581493265.4881544,5984762641.077335
196,Бета-калибровка,0.8650332154217796,0.046648082322331405,0.04955299633875548,0.005302249848233286,0.037091699596577814,104168329.14702913,470160142.80072856,574328471.9477577,5877001785.009107
196,Изотоническая регрессия,0.8384707119879524,0.04667366925455662,0.0043002113035783465,0.007498436486771412,0.03712192161836372,104253204.67301267,474510937.13119906,578764141.8042116,5931386714.139988
196,Логит-калибровка,0.8650318704184796,0.05004599843407931,0.04433323406723563,0.009443466380281476,0.037037107206853916,104015011.87972854,476710145.75670624,580725157.6364348,5958876821.958828
196,Монотонный сплайн,0.8650454109228298,0.04665627328638214,0.006677918115734044,5.924798249399369e-05,0.037107182423680794,104211811.11866514,481634699.31915903,585846510.4378241,6020433741.489488
196,Французский сплайн,0.865037685145164,0.0466486597830965,0.012968015218880455,0.0008848815674599904,0.03709404732841779,104174922.51712853,480442723.4706833,584617645.9878118,6005534043.383541
197,Бета-калибровка,1.0,0.023827000037041187,0.02267120034515419,0.0467857893318579,0.03758443086777819,105552115.64906827,470919505.69026816,576471621.3393364,5886493821.128352
197,Изотоническая регрессия,0.9864279963908825,0.02776874516988702,0.03736695671533311,0.015904536544849343,0.03747381183665301,105241453.1620563,474945009.92976594,580186463.0918224,5936812624.122075
197,Логит-калибровка,0.986428220804572,0.02381949311786382,0.015630370884523685,0.062390845588570845,0.03755585544747335,105471864.43868417,477415914.51420105,582887778.9528852,5967698931.427513
197,Монотонный сплайн,1.0,0.02382499560607656,0.007165489863196789,0.0013722921967174505,0.03758112665227349,105542836.09024486,482147415.9952506,587690252.0854955,6026842699.940632
197,Французский сплайн,1.0,0.023824342580672106,0.10654783312965573,0.027779056452075027,0.03757992924304716,105539473.28617366,481008643.5261623,586548116.8123361,6012608044.077029
198,Бета-калибровка,0.759799784906972,0.04463313482247362,0.10304603189145266,0.01653258267605123,0.036393989174314544,102208879.19714496,467999641.2898064,570208520.4869514,5849995516.122581
198,Изотоническая регрессия,0.7728423190742826,0.044653227734218315,0.044816226052889305,0.03043445203819347,0.03641027474981762,102254615.60738781,472235321.66402066,574489937.2714086,5902941520.800259
198,Логит-калибровка,0.7598378903393088,0.04794437036028246,0.07083619285136955,0.02831697305250832,0.03633843961049872,102052873.80212462,474589503.1929211,576642376.9950457,5932368789.911512
198,Монотонный сплайн,0.746913675786498,0.04469164922721727,0.05263295950849163,0.0008024837095149073,0.03642955435617324,102308760.45387694,479300286.01245815,581609046.466335,5991253575.1557255
198,Французский сплайн,0.7469251941222158,0.04465157133239475,0.07410779782635106,0.012712219671415165,0.03640921207549165,102251631.19281077,478151521.93149346,580403153.1243042,5976894024.143668
199,Бета-калибровка,0.8243845739266757,0.026357015183257206,0.01886410357317594,0.07293270660079577,0.03676452456668538,103249490.79307923,468862953.465499,572112444.2585783,5860786918.318737
199,Изотоническая регрессия,0.8511168957644499,0.026311882643240164,0.22952896784628637,0.009402547995677031,0.03670950249647616,103094966.81110363,473119517.79755926,576214484.6086628,5913993972.46949
199,Логит-калибровка,0.8377474963876561,0.026313532794569255,0.004678281738431964,0.12895057467168877,0.03672002113783981,103124507.36350933,475428196.50749224,578552703.8710016,5942852456.343653
199,Монотонный сплайн,0.8377272227402259,0.026360253712991208,0.016841330006916625,0.0034727082669240863,0.03676646451389694,103254938.94082817,480365633.7841326,583620572.7249608,6004570422.301658
199,Французский сплайн,0.837724994398713,0.026346940672777503,0.615646289657595,0.05205899091283667,0.03675799598199743,103231155.91584158,479169327.3874885,582400483.30333,5989616592.343605
200,Бета-калибровка,0.8127971803056032,0.0844784256618071,0.0288487551053469,0.1194290098242144,0.03622222245019963,101726489.52914065,468349172.4008291,570075661.9299697,5854364655.010363
200,Изотоническая регрессия,0.83906344065661,0.07913124975934002,0.03193430479881795,0.04361840885277521,0.03628090138493732,101891283.44945797,472458890.3361299,574350173.785588,5905736129.201624
200,Логит-калибровка,0.7997596524525221,0.09010829859390021,0.01995003044310283,0.14471323398229866,0.036156122285517074,101540853.82664615,474915452.0232952,576456305.8499415,5936443150.291191
200,Монотонный сплайн,0.8127964605065247,0.08446265817733947,0.015219476048413788,0.0018960577716909226,0.036215193466007,101706749.32993406,479701496.81209123,581408246.1420252,5996268710.15114
200,Французский сплайн,0.812801035306141,0.08444354725330974,0.19533213450538767,0.043702536880772844,0.036203716154975134,101674516.44963217,478539164.7191845,580213681.1688168,5981739558.989807
201,Бета-калибровка,0.9591441977709461,0.04269599577878972,0.1283281038239784,0.0027935383903266373,0.03689483688061638,103615459.89552303,468217350.1512767,571832810.0467997,5852716876.890959
201,Изотоническая регрессия,0.9455084655212247,0.04584124411625613,0.013999921403606452,0.009429868662950964,0.0368167651561059,103396203.26440781,472583256.5904898,575979459.8548977,5907290707.381123
201,Логит-калибровка,0.9591446481918019,0.04268415075598637,0.08801853342824983,0.009443466380281476,0.03687562127748246,103561494.79568173,474788633.2824548,578350128.0781366,5934857916.030684
201,Монотонный сплайн,0.9455195033825528,0.04269740549881926,0.0012327775683629715,4.879149744723851e-05,0.03689619520618416,103619274.61704758,479406105.10907304,583025379.7261206,5992576313.863413
201,Французский сплайн,0.945525281234752,0.04269635697896403,0.02354080307856397,0.0013936219702851708,0.03689519194223615,103616457.05057603,478293777.2717024,581910234.3222785,5978672215.89628
202,Бета-калибровка,0.9457187253336861,0.01345021651494564,0.22565222143691685,0.04324380655786223,0.036858223912934474,103512636.03708518,468262195.41524523,571774831.4523304,5853277442.690566
202,Изотоническая регрессия,0.9186107617340825,0.012373529906322834,0.06134873528268567,0.006936784674016951,0.03690916479595179,103655698.412951,472688075.22467756,576343773.6376287,5908600940.308471
202,Логит-калибровка,0.9457307334526702,0.014617111013730064,0.15461566910959468,0.11044903806352623,0.03680802123614537,103371646.83959064,474875963.4757756,578247610.3153663,5935949543.447195
202,Монотонный сплайн,0.9457172065414461,0.012371605324337783,0.0027732322703744377,0.003477943466739359,0.036892112167070036,103607807.80999948,479699153.2602328,583306961.0702323,5996239415.752909
202,Французский сплайн,0.9457174552636769,0.013464078856746126,0.12266436502232707,0.04072716581604415,0.03687649796872677,103563956.89537226,478536293.1008495,582100249.9962218,5981703663.760618
203,Бета-калибровка,0.972762210215423,0.0842210506647284,0.029084020436708435,0.025443565187604246,0.0375507617280233,105457559.23698065,472911118.78014296,578368678.0171236,5911388984.751786
203,Изотоническая регрессия,1.0,0.08972863639654133,0.1563652948177169,0.0461498337067068,0.037470470774738716,105232070.12377618,476880026.08031666,582112096.2040927,5961000326.003958
203,Логит-калибровка,0.9863791826907418,0.08974350903014597,0.020348038678665695,0.08263573764443283,0.037489121609592294,105284449.12837902,479341780.81620973,584626229.9445887,5991772260.202621
203,Монотонный сплайн,0.9727622681668469,0.08421450666815261,0.01035615140781923,0.0003318819034763044,0.037535139204362904,105413684.94153278,483873542.55097497,589287227.4925078,6048419281.887187
203,Французский сплайн,0.9727621293084601,0.08985126824700179,0.5888642896334917,0.018912562796963787,0.0375298039386497,105398701.38130382,482789391.201844,588188092.5831478,6034867390.023048
204,Бета-калибровка,0.6109261547880478,0.007421754191269004,0.28098117102542836,0.03145669783125468,0.03730715760865276,104773421.4281404,470336109.91645265,575109531.344593,5879201373.955658
204,Изотоническая регрессия,0.6596177115576041,0.008114702904594814,0.06277238114524354,0.008926514069097164,0.037290801046138626,104727485.65797572,474616826.0370914,579344311.6950672,5932710325.463642
204,Логит-калибровка,0.6229455993373619,0.00811411738000577,0.15399555615207566,0.06326284400526304,0.03728996968074131,104725150.8513939,476816765.6422286,581541916.4936225,5960209570.527858
204,Монотонный сплайн,0.6109518474563949,0.007421871141092587,0.0021672864163388285,0.0007967163447728965,0.0373087167764808,104777800.19506869,481675547.3153622,586453347.510431,6020944341.442028
204,Французский сплайн,0.6109657797854384,0.007421770283085313,0.11944537206191515,0.027660438224411124,0.03730739649665963,104774092.32121892,480506798.7939116,585280891.1151307,6006334984.923895
205,Бета-калибровка,0.9187815981361909,0.026593985952182174,0.23530029234312458,0.0060145940308609985,0.036849478703837237,103488075.99185649,469249907.5540682,572737983.5459248,5865623844.425854
205,Изотоническая регрессия,0.9053016367498175,0.02659405874211429,0.044816226052889305,0.010871635381918966,0.03685600489703079,103506404.15282124,473661978.6512865,577168382.8041077,5920774733.141081
205,Логит-калибровка,0.9188109799486059,0.028699647762948546,0.5126964531867844,0.0075129514232496735,0.03680529317177115,103363985.34360212,475797809.56049466,579161794.9040968,5947472619.506184
205,Монотонный сплайн,0.9187927088099556,0.02661232826711743,0.0017335958546657784,0.0001373157305105457,0.03688750317671226,103594863.92147872,480761859.68374115,584356723.6052198,6009523246.046764
205,Французский сплайн,0.9187918402505448,0.02659841074348076,0.10395554931984366,0.006135473349843747,0.0368698078642584,103545168.40598328,479555169.5106411,583100337.9166243,5994439618.883013
206,Бета-калибровка,0.8385565352437323,0.06530178533067153,0.07226556533565943,0.028111741725506904,0.03660520740574609,102802064.47829735,468491368.988634,571293433.4669313,5856142112.357925
206,Изотоническая регрессия,0.8122123143651441,0.06984601880903714,0.05484732204417341,0.051054119328939926,0.036559037311701494,102672400.38618247,472746660.1810123,575419060.5671948,5909333252.262653
206,Логит-калибровка,0.8253533212039219,0.06984324805113931,0.38643117005855976,0.09202219074647792,0.03655712234859994,102667022.40380809,475084129.4664171,577751151.8702252,5938551618.330214
206,Монотонный сплайн,0.8253509947349407,0.06531021022604923,0.0004866016007562301,0.0009837421332069658,0.036619170782087436,102841279.22441436,479818288.41868913,582659567.6431035,5997728605.233613
206,Французский сплайн,0.8253504021997238,0.06530223982298691,0.10227691368191776,0.02075657268391831,0.03660686610970164,102806722.78248608,478673292.9394069,581480015.721893,5983416161.742586
207,Бета-калибровка,0.6101147655434591,0.03302493656097542,0.15821972330319237,0.01653258267605123,0.03654044706009269,102620191.52356431,469485507.3908114,572105698.9143757,5868568842.385142
207,Изотоническая регрессия,0.5866953926040162,0.033022222546170904,0.03775281606102152,0.04221001030361828,0.03653822507107125,102613951.28959645,473850908.95392895,576464860.2435254,5923136361.924111
207,Логит-калибровка,0.6101112814440074,0.035565853059493974,0.2389722913115075,0.035134321121089815,0.03647108997911811,102425409.09735532,476028964.1826942,578454373.2800496,5950362052.283678
207,Монотонный сплайн,0.5983411470938274,0.03306545553704617,0.0012741026497796388,0.00036635474918371674,0.036564545334774,102687869.11817929,480960384.3015027,583648253.419682,6012004803.768783
207,Французский сплайн,0.6101384121879525,0.033030481946912674,0.05605861167762051,0.012796638153883008,0.036544607236877226,102631874.964046,479767109.3258102,582398984.2898562,5997088866.572626
