method,n_bins,alpha,shrinkage,fit_ct,fit_mean_pd,fit_ct_gap_abs,oot_default_rate,oot_mean_pd,oot_default_gap,oot_abs_default_gap,brier_score,log_loss,ece_quantile,cal_slope,cal_intercept,rwa_bln,rwa_delta_vs_logit_pct,rwa_abs_delta_to_minus_1pct,candidate_switch_knots,n_binomial_bins,significant_bins_5pct,max_abs_z,min_binomial_p_value,mean_abs_dr_minus_pd
Французский сплайн,40.0,50.0,0.3,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04906171452903204,-15.565606706785161,15.565606706785161,0.034,0.13038,0.00485,0.9873,-0.0752,8.655335592620284,-0.020115569000714633,0.010115569000714633,10.0,10.0,2.0,2.79754592092647,0.013814989622559927,0.004628938427746818
Французский сплайн,40.0,35.0,0.45,0.04807199590058929,0.04807199590058926,2.7755575615628914e-17,0.047288058340929806,0.049066192893590474,-15.604908834150024,15.604908834150024,0.03396,0.13038,0.00484,0.99,-0.0708,8.656898665901029,-0.0202997924051236,0.010299792405123598,10.0,10.0,2.0,2.9901899313472717,0.009920483039100897,0.004615235471910958
Монотонный сплайн,40.0,20.0,,0.04807199590058929,0.04807199590023928,3.500116863008884e-13,0.047288058340929806,0.04908162647232823,-15.740353921152519,15.740353921152519,0.03392,0.13084,0.0048,0.9996,-0.0513,8.658196183251805,-0.020452717457700925,0.010452717457700924,10.0,10.0,1.0,4.241283496266501,0.0006293014164780505,0.004187553358282422
Монотонный сплайн,20.0,20.0,,0.04807199590058929,0.048071995900431326,1.5796391972244805e-13,0.047288058340929806,0.049087752091487684,-15.794112354895901,15.794112354895901,0.03403,0.1313,0.00459,0.9811,-0.0884,8.48025738912622,0.0005191018639540109,0.010519101863954012,5.0,10.0,1.0,5.862600528755577,2.248602066775089e-05,0.0038543105566387487
Французский сплайн,25.0,35.0,0.9,0.04807199590058929,0.04807199590058926,2.7755575615628914e-17,0.047288058340929806,0.049066758960915724,-15.60987664099639,15.60987664099639,0.03391,0.13044,0.00484,0.9967,-0.0573,8.658762917257194,-0.02051951257802804,0.010519512578028039,6.0,10.0,2.0,3.892360813215626,0.002025560508706424,0.004619583224434155
Французский сплайн,10.0,100.0,0.6,0.04807199590058929,0.048071995900589234,5.551115123125783e-17,0.047288058340929806,0.049058345210759635,-15.536037569626558,15.536037569626558,0.0341,0.13078,0.00498,0.9969,-0.0556,8.660286868083473,-0.020699125020277407,0.010699125020277407,2.0,10.0,2.0,3.3979553770717077,0.0048645040868458035,0.004752550542940544
Французский сплайн,25.0,100.0,0.25,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04905448680755728,-15.50217622312266,15.50217622312266,0.03401,0.13036,0.00486,0.9876,-0.0744,8.66051216894704,-0.020725678920605697,0.010725678920605696,6.0,10.0,2.0,2.7482923133083434,0.015024549602156554,0.004640389140870201
Французский сплайн,50.0,50.0,0.25,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.049064049054865506,-15.58609450549966,15.58609450549966,0.03402,0.13039,0.00486,0.9877,-0.0742,8.660693308375338,-0.020747027965826226,0.010747027965826226,12.0,10.0,2.0,2.7328981292302177,0.015422861366097985,0.004637058401563559
Французский сплайн,10.0,75.0,0.9,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04906001538906831,-15.550695054463517,15.550695054463517,0.03414,0.13105,0.00502,1.0043,-0.0409,8.660742207925232,-0.020752791253873297,0.010752791253873297,2.0,10.0,2.0,4.034357919794741,0.0015735113328482848,0.004792514450057293
Монотонный сплайн,40.0,10.0,,0.04807199590058929,0.048071995900212376,3.7691377796633674e-13,0.047288058340929806,0.04909990860668614,-15.900797932277612,15.900797932277612,0.03392,0.13112,0.00515,0.9793,-0.0931,8.478226169322639,0.0007585008940114379,0.010758500894011438,10.0,10.0,1.0,5.56336097663086,4.144501111890568e-05,0.004505085934145661
Французский сплайн,50.0,20.0,0.75,0.04807199590058929,0.04807199590058927,2.0816681711721685e-17,0.047288058340929806,0.04909141360749275,-15.826245819356359,15.826245819356359,0.03395,0.13047,0.00484,0.9951,-0.061,8.661552965102867,-0.020848346880889067,0.010848346880889067,12.0,10.0,2.0,3.4769157675497624,0.0042318983170654976,0.004620707877999633
Французский сплайн,35.0,10.0,0.15,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.04906963017243744,-15.635074393311015,15.635074393311015,0.03403,0.13054,0.00531,0.9653,-0.1196,8.477224829158622,0.0008765185815117467,0.010876518581511747,9.0,10.0,2.0,3.3358789887746503,0.0054262359554796274,0.005098406648384418
Французский сплайн,40.0,10.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.04907587120984269,-15.689845737579446,15.689845737579446,0.03404,0.13058,0.00537,0.9651,-0.1201,8.47659258753682,0.0009510344122232357,0.010951034412223237,10.0,10.0,2.0,3.2860581291178304,0.005922610241553252,0.0051564156449770875
Французский сплайн,20.0,20.0,0.15,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.04907684516903512,-15.698393203452213,15.698393203452213,0.03406,0.13063,0.00539,0.9651,-0.1198,8.476548393717065,0.0009562430841576602,0.010956243084157661,5.0,10.0,2.0,3.3504350998132058,0.005289065413113958,0.005172781800754395
Французский сплайн,15.0,75.0,0.6,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04908315447975406,-15.753763714321622,15.753763714321622,0.03406,0.1307,0.00513,0.994,-0.0622,8.663267132673596,-0.02105037821844541,0.011050378218445409,4.0,10.0,2.0,3.2351622119767445,0.0064754741463605185,0.004908443741663835
Французский сплайн,80.0,5.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.04908038154065037,-15.729428400747679,15.729428400747679,0.03404,0.13058,0.00538,0.9649,-0.1207,8.475365257296378,0.0010956872304973247,0.011095687230497324,20.0,10.0,2.0,3.2867206029833405,0.005915727242009147,0.0051667568534413955
Французский сплайн,50.0,100.0,0.15,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.049058661657984406,-15.538814710471172,15.538814710471172,0.03404,0.13042,0.00496,0.9875,-0.0744,8.664623867394402,-0.02121028261462829,0.01121028261462829,12.0,10.0,2.0,2.6131678052782403,0.018881669638146574,0.004743470623196222
Французский сплайн,35.0,10.0,0.25,0.04807199590058929,0.04807199590058919,9.71445146547012e-17,0.047288058340929806,0.049068442465315436,-15.624651075608256,15.624651075608256,0.034,0.13052,0.0053,0.9666,-0.117,8.474001039606836,0.0012564735674006997,0.0112564735674007,9.0,10.0,2.0,3.5396305936611783,0.0037877933470661603,0.005079009112764968
Французский сплайн,40.0,10.0,0.25,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.04907868748746483,-15.714561389991331,15.714561389991331,0.03401,0.13057,0.00531,0.9663,-0.1177,8.473050276625004,0.0013685302415548282,0.011368530241554828,10.0,10.0,2.0,3.455789881164622,0.0043927509087814875,0.005082899366390503
Французский сплайн,20.0,20.0,0.25,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.049079989332048504,-15.725986378057655,15.725986378057655,0.03405,0.13066,0.00529,0.9664,-0.1172,8.47288694304697,0.0013877806939620718,0.011387780693962072,5.0,10.0,2.0,3.5640266689730806,0.0036277429343486,0.005068796883251491
Французский сплайн,35.0,10.0,0.3,0.04807199590058929,0.0480719959005892,9.020562075079397e-17,0.047288058340929806,0.049067991637217104,-15.62069460821732,15.62069460821732,0.03398,0.13052,0.0053,0.9672,-0.1158,8.472443447533959,0.0014400509580969774,0.011440050958096977,9.0,10.0,2.0,3.642702909838881,0.0031557550173482666,0.005076072483501665
Французский сплайн,20.0,75.0,0.45,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.049066224774251134,-15.605188618827924,15.605188618827924,0.03402,0.13049,0.00478,0.9911,-0.0675,8.666757403743759,-0.021461740645772033,0.011461740645772033,5.0,10.0,2.0,3.0373870030370926,0.009141686602829312,0.004557255024912131
Французский сплайн,15.0,20.0,0.15,0.04807199590058929,0.04807199590058915,1.3877787807814457e-16,0.047288058340929806,0.04908041790795908,-15.729747560248882,15.729747560248882,0.03408,0.13068,0.00548,0.9649,-0.1203,8.472184051549188,0.0014706233004134935,0.011470623300413494,4.0,10.0,2.0,3.330916129857662,0.005473795839085128,0.00526232392213955
Французский сплайн,30.0,10.0,0.15,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.049076736913654474,-15.697443154231678,15.697443154231678,0.03404,0.13059,0.00541,0.9643,-0.121,8.471664875783008,0.0015318132192169503,0.01153181321921695,7.0,10.0,2.0,3.324618108187635,0.005534738951694528,0.005195389027147447
Французский сплайн,10.0,20.0,0.15,0.04807199590058929,0.048071995900589144,1.457167719820518e-16,0.047288058340929806,0.049073977081041296,-15.673222863218427,15.673222863218427,0.03408,0.1307,0.00548,0.9655,-0.1185,8.471663091097398,0.0015320235617919855,0.011532023561791985,2.0,10.0,2.0,3.4059794606266904,0.004796193551722637,0.005268506427174078
Французский сплайн,40.0,10.0,0.3,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.049080201322253894,-15.727846804100182,15.727846804100182,0.034,0.13058,0.0053,0.9669,-0.1166,8.471362401201192,0.0015674627936133876,0.011567462793613387,10.0,10.0,2.0,3.541548706678269,0.0037749610938641303,0.005080333134346403
Французский сплайн,20.0,20.0,0.3,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.049081578228860806,-15.739930536482461,15.739930536482461,0.03405,0.13067,0.00529,0.9671,-0.1159,8.471123504102318,0.0015956191426473088,0.011595619142647309,5.0,10.0,2.0,3.6721493082050847,0.002995189661665996,0.005063316175477316
Французский сплайн,80.0,5.0,0.25,0.04807199590058929,0.04807199590058918,1.1102230246251565e-16,0.047288058340929806,0.04908608437398395,-15.779476466083167,15.779476466083167,0.03402,0.13058,0.00531,0.9659,-0.1188,8.470849255226126,0.0016279420428271776,0.011627942042827178,20.0,10.0,2.0,3.457087156097512,0.004382702369846386,0.005087736247467553
Французский сплайн,80.0,5.0,0.3,0.04807199590058929,0.04807199590058918,1.1102230246251565e-16,0.047288058340929806,0.04908901778735739,-15.805220101848477,15.805220101848477,0.03401,0.13059,0.00531,0.9664,-0.1179,8.468633121947574,0.0018891349262504444,0.011889134926250445,20.0,10.0,2.0,3.5432284481844785,0.0037637587935845348,0.005086219047915603
Французский сплайн,35.0,10.0,0.45,0.04807199590058929,0.04807199590058922,6.938893903907228e-17,0.047288058340929806,0.04906717130703919,-15.613495390575963,15.613495390575963,0.03394,0.13052,0.00529,0.969,-0.1126,8.46797360953927,0.001966864884662907,0.011966864884662908,9.0,10.0,2.0,3.9571074614200077,0.001805264601156859,0.0050629504363422
Французский сплайн,25.0,10.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.04907398978478149,-15.673334351242318,15.673334351242318,0.03404,0.13058,0.00536,0.9641,-0.1214,8.467889960890753,0.001976723692303999,0.011976723692303999,6.0,10.0,2.0,3.3991764950749643,0.004854047183499763,0.0051439772295194365
Французский сплайн,35.0,75.0,0.25,0.04807199590058929,0.04807199590058926,2.7755575615628914e-17,0.047288058340929806,0.049048357817769894,-15.44838820874861,15.44838820874861,0.03399,0.13033,0.0048,0.9894,-0.0714,8.671500649321606,-0.022020778317942774,0.012020778317942774,9.0,10.0,2.0,2.7083081697285847,0.016080024904597312,0.0045796372313842
Французский сплайн,40.0,10.0,0.45,0.04807199590058929,0.0480719959005892,9.020562075079397e-17,0.047288058340929806,0.04908515653879965,-15.771333784505714,15.771333784505714,0.03397,0.1306,0.00529,0.9688,-0.1134,8.466619040887524,0.002126513988517804,0.012126513988517804,10.0,10.0,2.0,3.8025875148222137,0.002376000729421972,0.005067557520856946
Французский сплайн,20.0,20.0,0.45,0.04807199590058929,0.04807199590058918,1.1102230246251565e-16,0.047288058340929806,0.04908641670442729,-15.782392998053865,15.782392998053865,0.03403,0.13073,0.00527,0.9693,-0.112,8.466115542829346,0.002185856136793124,0.012185856136793124,5.0,10.0,2.0,4.002379866855959,0.001665602056098723,0.005041693358802862
Французский сплайн,15.0,20.0,0.25,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.049085825679661424,-15.777206164708673,15.777206164708673,0.03407,0.13074,0.00547,0.966,-0.1179,8.465824193855077,0.0022201944500200013,0.01222019445002,4.0,10.0,2.0,3.5329223926037168,0.0038330108551145273,0.005242570548779722
Французский сплайн,10.0,20.0,0.25,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.049074982559526276,-15.682046942402621,15.682046942402621,0.03409,0.13078,0.0054,0.9671,-0.115,8.465027905306147,0.00231404480827465,0.01231404480827465,2.0,10.0,2.0,3.660168898689046,0.0030595161039473225,0.005174318711469326
Французский сплайн,30.0,10.0,0.25,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.0490800898204774,-15.726868264509676,15.726868264509676,0.03402,0.13059,0.00538,0.9654,-0.1198,8.464895968905493,0.0023295947976407065,0.012329594797640706,7.0,10.0,2.0,3.5200758917432275,0.003921095584413961,0.0051508236024708776
Французский сплайн,50.0,5.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.04907961433456743,-15.722695400163786,15.722695400163786,0.03405,0.1306,0.00542,0.9639,-0.1219,8.46475258548789,0.0023464939294037305,0.012346493929403731,12.0,10.0,2.0,3.371783617785669,0.005094014201749996,0.00520689500268264
Французский сплайн,30.0,50.0,0.45,0.04807199590058929,0.048071995900589255,3.469446951953614e-17,0.047288058340929806,0.04906430454439759,-15.58833668163328,15.58833668163328,0.03398,0.13035,0.00487,0.9914,-0.0671,8.675218603923119,-0.02245897546619373,0.012458975466193728,7.0,10.0,2.0,2.9262254918335135,0.011078768355092616,0.0046436116687395765
Французский сплайн,35.0,10.0,0.6,0.04807199590058929,0.048071995900589234,5.551115123125783e-17,0.047288058340929806,0.049067091904556256,-15.612798554385677,15.612798554385677,0.03391,0.13056,0.00527,0.9707,-0.1097,8.463789476151907,0.0024600057416001475,0.012460005741600147,9.0,10.0,2.0,4.2799692004456,0.0010168293897845555,0.005043590964410408
Французский сплайн,15.0,100.0,0.45,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.049074293171078996,-15.67599686938928,15.67599686938928,0.03406,0.1306,0.00502,0.9928,-0.0644,8.676224665789187,-0.022577549652251724,0.012577549652251723,4.0,10.0,2.0,2.9502980514939305,0.010628335069578889,0.004801133506742109
Французский сплайн,15.0,20.0,0.3,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.04908850937130335,-15.800758242558231,15.800758242558231,0.03407,0.13077,0.0055,0.9666,-0.1167,8.462775964009197,0.0025794580152971947,0.012579458015297196,4.0,10.0,2.0,3.635582556381495,0.0031958432120739837,0.005271670462154725
Французский сплайн,25.0,35.0,1.0,0.04807199590058929,0.048071995900589276,1.3877787807814457e-17,0.047288058340929806,0.04906771977251455,-15.618308723587688,15.618308723587688,0.0339,0.13048,0.00446,1.0005,-0.0498,8.67654612071502,-0.02261543624498598,0.012615436244985978,6.0,10.0,1.0,4.167788437813868,0.0007313569013131789,0.0035921358456253404
Французский сплайн,40.0,10.0,0.6,0.04807199590058929,0.04807199590058923,6.245004513516506e-17,0.047288058340929806,0.049090718348892864,-15.820144229883795,15.820144229883795,0.03394,0.13065,0.00527,0.9706,-0.1104,8.46234069190283,0.0026307590708953606,0.01263075907089536,10.0,10.0,3.0,4.069611759821703,0.001477879300827382,0.005047444799757784
Французский сплайн,10.0,10.0,0.15,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.04907482512440102,-15.680665291743367,15.680665291743367,0.03408,0.13072,0.0055,0.9647,-0.1205,8.462275341303886,0.0026384612752422226,0.012638461275242223,2.0,10.0,2.0,3.4602373999479266,0.004358395004677246,0.005286741295072487
Французский сплайн,30.0,75.0,0.3,0.04807199590058929,0.048071995900589255,3.469446951953614e-17,0.047288058340929806,0.04905899270734228,-15.541719999635802,15.541719999635802,0.034,0.13036,0.00484,0.9902,-0.0701,8.676757796730053,-0.02264038432426116,0.012640384324261159,7.0,10.0,2.0,2.721608234226381,0.01572134566607647,0.004616221873922919
Французский сплайн,80.0,5.0,0.45,0.04807199590058929,0.0480719959005892,9.020562075079397e-17,0.047288058340929806,0.04909815854094827,-15.885439355361996,15.885439355361996,0.03399,0.13062,0.0053,0.9677,-0.1156,8.462150883758412,0.0026531298087104013,0.012653129808710402,20.0,10.0,2.0,3.80568958752202,0.002362940293115141,0.005076768925305236
Французский сплайн,10.0,20.0,0.3,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.0490754412043942,-15.686072009763507,15.686072009763507,0.03409,0.13082,0.00541,0.968,-0.1132,8.461869548672366,0.002686287887713788,0.012686287887713789,2.0,10.0,2.0,3.789595848595618,0.002431483023849869,0.005189342809571134
Французский сплайн,30.0,10.0,0.3,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.04908186065403267,-15.742409099790734,15.742409099790734,0.03401,0.13059,0.00539,0.9658,-0.119,8.461615537467763,0.0027162255812606738,0.012716225581260674,7.0,10.0,2.0,3.61877802392838,0.0032924633413728833,0.0051617111733248695
Французский сплайн,20.0,20.0,0.6,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.04909136601621378,-15.825828158292097,15.825828158292097,0.03402,0.1308,0.00524,0.9715,-0.108,8.46155525973363,0.002723329899099531,0.012723329899099531,5.0,10.0,2.0,4.342222039811669,0.0009104323025896984,0.005012596721659515
Французский сплайн,80.0,35.0,0.25,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.049065954579615025,-15.602817390701432,15.602817390701432,0.03402,0.1304,0.00479,0.9899,-0.0709,8.677712043044613,-0.02275285154309137,0.012752851543091371,20.0,10.0,2.0,2.6593104850858684,0.017469621530559053,0.004569571483591252
Французский сплайн,35.0,5.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.049071049153856135,-15.647527374241463,15.647527374241463,0.03403,0.13057,0.00534,0.9636,-0.1224,8.461236633137219,0.0027608831456742157,0.012760883145674216,9.0,10.0,2.0,3.4152573304280796,0.00471838325072456,0.005127977780108019
Французский сплайн,35.0,10.0,0.75,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04906768716055735,-15.61802252105133,15.61802252105133,0.03389,0.13063,0.00524,0.9722,-0.1073,8.45986761101175,0.0029222357321282122,0.012922235732128213,9.0,10.0,3.0,4.612139812381768,0.0005644853279568033,0.005018234937395215
Французский сплайн,20.0,10.0,0.15,0.04807199590058929,0.048071995900589144,1.457167719820518e-16,0.047288058340929806,0.049078431611909376,-15.712315826116708,15.712315826116708,0.03406,0.13066,0.00542,0.9632,-0.123,8.45888435044612,0.0030381225629335625,0.013038122562933564,5.0,10.0,2.0,3.442780900892513,0.0044947785163384855,0.0052055515543064325
Французский сплайн,10.0,75.0,1.0,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04905872009229381,-15.539327529970478,15.539327529970478,0.03415,0.13114,0.00498,1.0093,-0.0311,8.68023211558947,-0.023049866628238595,0.013049866628238595,2.0,9.0,2.0,4.144249636533801,0.0006699891762247744,0.004767729601057397
Французский сплайн,25.0,10.0,0.25,0.04807199590058929,0.048071995900589186,1.0408340855860843e-16,0.047288058340929806,0.04907549669339074,-15.686558981197095,15.686558981197095,0.03402,0.13058,0.00538,0.9651,-0.1205,8.458529414581694,0.003079955210255185,0.013079955210255186,6.0,10.0,2.0,3.6480935886836803,0.0031257364970413565,0.005152427768260627
Французский сплайн,40.0,10.0,0.75,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04909686688673381,-15.87410379797592,15.87410379797592,0.03392,0.13072,0.00524,0.9723,-0.1077,8.458507740747367,0.00308250968264993,0.01308250968264993,10.0,10.0,3.0,4.343073062772298,0.0009090582731451705,0.005020276011529922
Французский сплайн,15.0,10.0,0.15,0.04807199590058929,0.04807199590058915,1.3877787807814457e-16,0.047288058340929806,0.04908170018296437,-15.741000805695307,15.741000805695307,0.03408,0.1307,0.0055,0.9634,-0.1227,8.457988924514845,0.003143657226911099,0.013143657226911099,4.0,10.0,2.0,3.396013677997679,0.004881177167738423,0.005289301510577148
Французский сплайн,20.0,20.0,0.75,0.04807199590058929,0.048071995900589214,7.632783294297951e-17,0.047288058340929806,0.04909642448740161,-15.870221301436516,15.870221301436516,0.03401,0.13089,0.0052,0.9732,-0.1042,8.457471161557825,0.0032046806323996267,0.013204680632399627,5.0,10.0,2.0,4.692635326023232,0.0004897308866742273,0.0049762868857712765
Французский сплайн,30.0,5.0,0.15,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.049078073548753584,-15.709173463861475,15.709173463861475,0.03405,0.13061,0.00544,0.963,-0.1237,8.457438975079022,0.003208474122298146,0.013208474122298145,7.0,10.0,2.0,3.3904014578873327,0.0049296845415884956,0.005222129821067592
Французский сплайн,10.0,5.0,0.15,0.04807199590058929,0.048071995900589144,1.457167719820518e-16,0.047288058340929806,0.04907527660609063,-15.684627495051359,15.684627495051359,0.03408,0.13073,0.00551,0.964,-0.1211,8.457221865951508,0.0032340625467766767,0.013234062546776677,2.0,10.0,2.0,3.4902754023337623,0.004133185967843767,0.0052964251616555115
Французский сплайн,40.0,5.0,0.15,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.049077562050051315,-15.704684551250352,15.704684551250352,0.03404,0.13061,0.00541,0.9631,-0.1235,8.457066103624205,0.0032524206535704775,0.013252420653570478,10.0,10.0,2.0,3.3663476416732627,0.005143000119233705,0.005191505023886059
Французский сплайн,35.0,10.0,0.9,0.04807199590058929,0.048071995900589255,3.469446951953614e-17,0.047288058340929806,0.049068894039377246,-15.62861408957474,15.62861408957474,0.03387,0.13072,0.00521,0.9733,-0.1054,8.456180592194931,0.0033567867969584095,0.01335678679695841,9.0,10.0,3.0,4.954468080552331,0.00030914617420500486,0.004987044003457819
Французский сплайн,25.0,5.0,0.15,0.04807199590058929,0.048071995900589165,1.249000902703301e-16,0.047288058340929806,0.04907509089621338,-15.682997705168646,15.682997705168646,0.03404,0.1306,0.00538,0.963,-0.1236,8.456074469529925,0.003369294386252855,0.013369294386252855,6.0,10.0,2.0,3.4630620137078885,0.004336713042524437,0.00516609273471677
Французский сплайн,30.0,35.0,0.75,0.04807199590058929,0.04807199590058927,2.0816681711721685e-17,0.047288058340929806,0.04907534630980495,-15.685239214848252,15.685239214848252,0.03393,0.13039,0.00487,0.9967,-0.0574,8.68302762302559,-0.02337934439698898,0.01337934439698898,7.0,10.0,2.0,3.3274263973521685,0.005507482754897064,0.004644360608793735
Французский сплайн,80.0,5.0,0.6,0.04807199590058929,0.04807199590058922,6.938893903907228e-17,0.047288058340929806,0.04910782069022851,-15.970234377445422,15.970234377445422,0.03397,0.13068,0.00528,0.969,-0.1137,8.455915714463195,0.0033880052165257604,0.01338800521652576,20.0,10.0,3.0,4.07456212319811,0.0014649248166730855,0.00506023536136926
Французский сплайн,80.0,20.0,0.45,0.04807199590058929,0.04807199590058926,2.7755575615628914e-17,0.047288058340929806,0.049076739655918765,-15.697467220343071,15.697467220343071,0.03398,0.13038,0.00477,0.9924,-0.0656,8.683734463945157,-0.0234626524812502,0.0134626524812502,20.0,10.0,2.0,2.8790588814109674,0.012015128377690778,0.004545556387363543
Французский сплайн,40.0,10.0,0.9,0.04807199590058929,0.04807199590058924,4.85722573273506e-17,0.047288058340929806,0.04910357844109495,-15.933004399049253,15.933004399049253,0.0339,0.13082,0.00521,0.9733,-0.1054,8.455098083273846,0.0034843710127481324,0.013484371012748133,10.0,10.0,3.0,4.623439806111246,0.0005533310705784891,0.0049862130706284325
Французский сплайн,15.0,20.0,0.45,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.04909648090286107,-15.870716403508766,15.870716403508766,0.03407,0.13088,0.00558,0.9685,-0.1132,8.454168396070342,0.0035939437012299466,0.013593943701229946,4.0,10.0,2.0,3.9505663433304448,0.0018263884367269608,0.005353514267458268
Монотонный сплайн,30.0,10.0,,0.04807199590058929,0.048071995900160265,4.2902487118468e-13,0.047288058340929806,0.04910576061071639,-15.952155119647045,15.952155119647045,0.03395,0.13113,0.00518,0.9767,-0.0986,8.45411667692158,0.003600039306455616,0.013600039306455616,8.0,10.0,2.0,6.0711975704123695,1.4741762092925258e-05,0.005480052316106285
Французский сплайн,10.0,2.0,0.15,0.04807199590058929,0.048071995900589144,1.457167719820518e-16,0.047288058340929806,0.04907555766275125,-15.68709404830497,15.68709404830497,0.03408,0.13074,0.00552,0.9637,-0.1217,8.454055579436249,0.0036072402399544463,0.013607240239954447,2.0,10.0,2.0,3.5093974847672293,0.0039958311030256505,0.005302446301261208
Французский сплайн,25.0,10.0,0.3,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.049076347408166465,-15.694024854068914,15.694024854068914,0.03401,0.13058,0.00539,0.9654,-0.1199,8.453941201098651,0.003620720840641896,0.013620720840641896,6.0,10.0,2.0,3.77467122930293,0.0024968115084850083,0.005162321957864524
Французский сплайн,20.0,20.0,0.9,0.04807199590058929,0.04807199590058922,6.938893903907228e-17,0.047288058340929806,0.049101582143987584,-15.915484895635018,15.915484895635018,0.034,0.13099,0.00516,0.9757,-0.1001,8.453887875664499,0.0036270057622396442,0.013627005762239644,5.0,10.0,3.0,5.054544671569661,0.000259543772848324,0.00493279256559513
Французский сплайн,35.0,10.0,1.0,0.04807199590058929,0.048071995900589255,3.469446951953614e-17,0.047288058340929806,0.0490700073936658,-15.638384886811082,15.638384886811082,0.03386,0.13081,0.00543,0.9735,-0.1046,8.45383416194029,0.0036333364476012963,0.013633336447601296,9.0,10.0,1.0,5.79018543284476,2.6078817913644528e-05,0.004472022624631323
Монотонный сплайн,10.0,75.0,,0.04807199590058929,0.048071995900589255,3.469446951953614e-17,0.047288058340929806,0.0490339420993189,-15.321875863622665,15.321875863622665,0.03412,0.13112,0.00494,1.0086,-0.0317,8.685351234159572,-0.023653204592092344,0.013653204592092344,2.0,9.0,2.0,4.111908486025624,0.000717458563281578,0.004723553701589677
Французский сплайн,50.0,5.0,0.25,0.04807199590058929,0.04807199590058917,1.1796119636642288e-16,0.047288058340929806,0.04908488846558025,-15.768981173932275,15.768981173932275,0.03403,0.13062,0.00538,0.9644,-0.1212,8.45343949229331,0.003679852108049856,0.013679852108049857,12.0,10.0,2.0,3.600535497749233,0.0034006240479100476,0.005151488947361619
Французский сплайн,40.0,10.0,1.0,0.04807199590058929,0.04807199590058925,4.163336342344337e-17,0.047288058340929806,0.04910835077889437,-15.974886435576991,15.974886435576991,0.03389,0.1309,0.0052,0.9741,-0.1039,8.453084578188104,0.003721682190835649,0.013721682190835648,10.0,10.0,1.0,5.588569569266633,3.9361321404242364e-05,0.0045299577530893715
Французский сплайн,10.0,20.0,0.45,0.04807199590058929,0.04807199590058916,1.3183898417423734e-16,0.047288058340929806,0.04907667229966887,-15.696876101893963,15.696876101893963,0.0341,0.13096,0.00545,0.9708,-0.108,8.453062328118783,0.003724304578134723,0.013724304578134724,2.0,10.0,2.0,4.187710260864025,0.001197957157459871,0.005228357075382792
